id,act_id,chapter_name,chapter_number
2079,645,PRELIMINARY,CHAPTER I
2080,645,ACQUISITION AND TRANSFER OF CERTAIN SHARES OF SIKKIM BANK,CHAPTER II
2081,645,VESTING OF UNDERTAKINGS OF SIKKIM BANK IN THE CENTRAL GOVERNMENT,CHAPTER III
2082,645,PAYMENT OF AMOUNTS,CHAPTER IV
2083,645,"MANAGEMENT, ETC., OF THE UNDERTAKINGS OF SIKK",CHAPTER V
2084,645,PROVISIONS RELATING TO THE EMPLOYEES OF THE SIKKIM BANK,CHAPTER VI
2085,645,MISCELLANEOUS,CHAPTER VII
2086,646,PRELIMINARY,CHAPTER I
2087,646,OFFENCES,CHAPTER II
2088,646,MISCELLANEOUS,CHAPTER III
2089,647,PRELIMINARY,CHAPTER I
2090,647,ACQUISITION AND TRANSFER OF THE UNDERTAKINGS OF THE COMPANY,CHAPTER II
2091,647,PAYMENT OF AMOUNTS,CHAPTER III
2092,647,"MANAGEMENT, ETC., OF THE UNDERTAKINGS OF THE COMPANY",CHAPTER IV
2093,647,PROVISIONS RELATING TO THE EMPLOYEES OF THE COMPANY,CHAPTER V
2094,647,COMMISSIONER OF PAYMENTS,CHAPTER VI
2095,647,MISCELLANEOUS,CHAPTER VII
2096,652,PRELIMINARY,CHAPTER I
2097,652,ESTABLISHMENT OF TRIBUNALS,CHAPTER II
2098,652,PROVISIONSAPPLICABLE TO ALL TRIBUNALS,CHAPTER III
2099,652,ENFORCEMENT OF THE ORDERS MADE BY THE TRIBUNALS,CHAPTER IV
2100,652,MISCELLANEOUS,CHAPTER V
2101,661,PRELIMINARY,CHAPTER I
2102,661,FAMILY COURTS,CHAPTER II
2103,661,JURISDICTION,CHAPTER III
2104,661,PROCEDURE,CHAPTER IV
2105,661,APPEALS AND REVISIONS,CHAPTER V
2106,661,MISCELLANEOUS,CHAPTER VI
2107,662,PRELIMINARY,CHAPTER I
2108,662,INDIAN VETERINARY COUNCIL,CHAPTER II
2109,662,INDIAN VETERINARY PRACTITIONERS REGISTER,CHAPTER III
2110,662,PRIVILEGES OF REGISTERED VETERINARY PRACTITIONERS,CHAPTER IV
2111,662,DISCIPLINE,CHAPTER V
2112,662,STATE VETERINARY COUNCILS,CHAPTER VI
2113,662,REGISTRATION,CHAPTER VII
2114,662,MISCELLANEOUS,CHAPTER VIII
2115,663,PRELIMINARY,CHAPTER I
2116,663,THE CALCUTTA METRO RAILWAY ADMINISTRATION,CHAPTER II
2117,663,SPECIAL PROVISIONS FOR THE RUNNING OF THE METRO RAILWAY,CHAPTER III
2118,663,MISCELLANEOUS,CHAPTER IV
2119,664,PRELIMINARY,CHAPTER I
2120,664,ESTABLISHMENT OF TRIBUNALS AND BENCHES THEREOF,CHAPTER II
2121,664,"JURISDICTION, POWERS AND AUTHORITY OF TRIBUNALS",CHAPTER III
2122,664,PROCEDURE,CHAPTER IV
2123,664,MISCELLANEOUS,CHAPTER V
2124,669,PRELIMINARY,CHAPTER I
2125,669,INLAND WATERWAYS AUTHORITY OF INDIA,CHAPTER II
2126,669,PROPERTY AND CONTRACTS,CHAPTER III
2127,669,FUNCTIONS AND POWERS OF THE AUTHORITY,CHAPTER IV
2128,669,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER V
2129,669,MISCELLANEOUS,CHAPTER VI
2130,672,PRELIMINARY,CHAPTER I
2131,672,GENERAL POWERS OF THE CENTRAL GOVERNMENT,CHAPTER II
2132,672,"PREVENTION, CONTROL AND ABATEMENT OF ENVIRONMENTAL POLLUCTION",CHAPTER III
2133,672,MISCELLANEOUS,CHAPTER IV
2134,676,PRELIMINARY,CHAPTER I
2135,676,CONSUMER PROTECTION COUNCILS,CHAPTER II
2136,676,CONSUMER DISPUTES REDRESSAL AGENCIES,CHAPTER III
2137,676,MISCELLANEOUS,CHAPTER IV
2138,679,PRELIMINARY,CHAPTER I
2139,679,ABOLITION OF MINING CONCESSIONS AND DECLARATION AS MINING LEASES UNDER THE MINES AND MINERALS ACT,CHAPTER II
2140,679,PAYMENT OF AMOUNTS,CHAPTER III
2141,679,COMMISSIONER OF PAYMENTS,CHAPTER IV
2142,679,MISCELLANEOUS,CHAPTER V
2143,681,PRELIMINARY,CHAPTER I
2144,681,ESTABLISHMENT OF RAILWAY CLAIMS TRIBUNAL AND BENCHES THEREOF,CHAPTER II
2145,681,"JURISDICTION, POWERS AND AUTHORITY OF CLAIMS TRIBUNAL",CHAPTER III
2146,681,PROCEDURE,CHAPTER IV
2147,681,APPEALS,CHAPTER V
2148,681,MISCELLANEOUS,CHAPTER VI
2149,688,PRELIMINARY,CHAPTER I
2150,688,APPOINTMENT OF SPECIAL JUDGES,CHAPTER II
2151,688,OFFENCES AND PENALTIES,CHAPTER III
2152,688,INVESTIGATION INTO CASES UNDER THE ACT,CHAPTER IV
2153,688,ATTACHMENT AND FORFEITURE OF PROPERTY,CHAPTER IV A
2154,688,SANCTION FOR PROSECUTION AND OTHER MISCELLANEOUS PROVISIONS,CHAPTER V
2155,690,PRELIMINARY,CHAPTER I
2156,690,RAILWAY ADMINISTRATIONS,CHAPTER II
2157,690,CARRIAGE OF GOODS,CHAPTER IX
2158,690,SPECIAL PROVISIONS AS TO GOODS BOOKED TO NOTIFIED STATIONS,CHAPTER X
2159,690,RESPONSIBILITIES OF RAILWAY ADMINISTRATIONS AS CARRIERS,CHAPTER XI
2160,690,ACCIDENTS,CHAPTER XII
2161,690,LIABILITY OF RAILWAY ADMINISTRATION FOR DEATH AND INJURY TO PASSENGERS DUE TO ACCIDENTS,CHAPTER XIII
2162,690,REGULATION OF HOURS OF WORK AND PERIOD OF REST,CHAPTER XIV
2163,690,PENALTIES AND OFFENCES,CHAPTER XV
2164,690,MISCELLANEOUS,CHAPTER XVI
2165,690,RAIL LAND DEVELOPMENT AUTHORITY,CHAPTER IIA
2166,690,COMMISSIONERS OF RAILWAY SAFETY,CHAPTER III
2167,690,CONSTRUCTION AND MAINTENANCE OF WORKS,CHAPTER IV
2168,690,LAND ACQUISITION FOR A SPECIAL RAILWAY PROJECT,CHAPTER IVA
2169,690,OPENING OF RAILWAYS,CHAPTER V
2170,690,FIXATION OF RATES,CHAPTER VI
2171,690,TRIBUNAL,CHAPTER VII
2172,690,CARRIAGE OF PASSENGERS,CHAPTER VIII
2173,691,PRELIMINARY,CHAPTER I
2174,691,OFFENCES OF ATROCITIES,CHAPTER II
2175,691,EXTERNMENT,CHAPTER III
2176,691,SPECIAL COURTS,CHAPTER IV
2177,691,RIGHTS OF VICTIMS AND WITNESSES,CHAPTER IVA
2178,693,PRELIMINARY,CHAPTER I
2179,693,PRASAR BHARATI (BROADCASTING CORPORATION OF INDIA),CHAPTER II
2180,693,"ASSETS, FINANCES AND ACCOUNTS",CHAPTER III
2181,693,MISCELLANEOUS,CHAPTER IV
2182,695,PRELIMINARY,CHAPTER I
2183,695,SALARY AND OTHER CONDITIONS OF SERVICE OF THE CHIEF ELECTION COMMISSIONER AND ELECTION COMMISSIONERS,CHAPTER II
2184,695,TRANSACTION OF BUSINESS OF ELECTION COMMISSION,CHAPTER III
2185,696,PRELIMINARY,CHAPTER I
2186,696,REMITTANCES OF FOREIGN EXCHANGE,CHAPTER II
2187,696,INVESTMENT IN FOREIGN EXCHANGE BONDS,CHAPTER III
2188,699,PRELIMINARY,CHAPTER I
2189,699,ESTABLISHMENT OF THE SECURITIES AND EXCHANGE BOARD OF INDIA,CHAPTER II
2190,699,"TRANSFER OF ASSETS, LIABILITIES, ETC., OF THE EXISTING SECURITIES AND EXCHANGE BOARD TO THE BOARD",CHAPTER III
2191,699,POWERS AND FUNCTIONS OF THE BOARD,CHAPTER IV
2192,699,REGISTRATION CERTIFICATE,CHAPTER V
2193,699,"PROHIBITION OF MANIPULATIVE AND DECEPTIVE DEVICES, INSIDER TRADING AND SUBSTANTIAL ACQUISITION OF SECURITIES OR CONTROL",CHAPTER VA
2194,699,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER VI
2195,699,PENALTIES AND ADJUDICATION,CHAPTER VIA
2196,699,"ESTABLISHMENT, JURISDICTION, AUTHORITY AND PROCEDURE OF APPELLATE TRIBUNAL",CHAPTER VIB
2197,699,MISCELLANEOUS,CHAPTER VII
2198,701,PRELIMINARY,CHAPTER I
2199,701,POWER OF CENTRAL GOVERNMENT TO MAKE ORDER AND ANNOUNCE FOREIGN TRADE POLICY,CHAPTER II
2200,701,IMPORTER-EXPORTER CODE NUMBER AND LICENCE,CHAPTER III
2201,701,QUANTITATIVE RESTRICTIONS,CHAPTER IIIA
2202,701,"SEARCH, SEIZURE, PENALTY AND CONFISCATION",CHAPTER IV
2203,701,"CONTROLS ON EXPORT OF SPECIFIED GOODS, SERVICES AND TECHNOLOGY",CHAPTER IVA
2204,701,APPEAL AND REVIEW,CHAPTER V
2205,701,MISCELLANEOUS,CHAPTER VI
2206,703,PRELIMINARY,CHAPTER I
2207,703,CONSTITUTION OF THE FORCE AND CONDITIONS OR SERVICE OF THE MEMBERS OF THE FORCE,CHAPTER II
2208,703,MISCELLANEOUS,CHAPTER XI
2209,703,OFFENCES,CHAPTER III
2210,703,PUNISHMENTS,CHAPTER IV
2211,703,DEDUCTIONS FROM PAY AND ALLOWANCES,CHAPTER V
2212,703,ARREST AND PROCEEDINGS BEFORE TRIAL,CHAPTER VI
2213,703,FORCE COURTS,CHAPTER VII
2214,703,PROCEDURE OF FORCE COURTS,CHAPTER VIII
2215,703,CONFIRMATION AND REVISION,CHAPTER IX
2216,703,"EXECUTION OF SENTENCES, PARDONS, REMISSIONS, ETC.",CHAPTER X
2217,706,PRELIMINARY,CHAPTER I
2218,706,REGULATION OF MULTIMODAL TRANSPORTATION,CHAPTER II
2219,706,MULTIMODAL TRANSPORT DOCUMENT,CHAPTER III
2220,706,RESPONSIBILITIES AND LIABILITIES OF THE MULTIMODAL TRANSPORT OPERATOR,CHAPTER IV
2221,706,MISCELLANEOUS,CHAPTER V
2222,707,PRELIMINARY,CHAPTER I
2223,707,ACQUISITION OF THE AREA IN AYODHYA,CHAPTER II
2224,707,MANAGEMENT AND ADMINISTRATION OF PROPERTY,CHAPTER III
2225,707,MISCELLANEOUS,CHAPTER IV
2226,711,PRELIMINARY,CHAPTER I
2227,711,ESTABLISHMENT OF TRIBUNAL AND APPELLATE TRIBUNAL,CHAPTER II
2228,711,"JURISDICTION, POWERS AND AUTHORITY OF TRIBUNALS",CHAPTER III
2229,711,PROCEDURE OF TRIBUNALS,CHAPTER IV
2230,711,RECOVERY OF DEBT DETERMINED BY TRIBUNAL,CHAPTER V
2231,711,MISCELLANEOUS,CHAPTER VI
2232,714,PRELIMINARY,CHAPTER I
2233,714,THE NATIONAL HUMAN RIGHTS COMMISSION,CHAPTER II
2234,714,FUNCTIONS AND POWERS OF THE COMMISSION,CHAPTER III
2235,714,PROCEDURE,CHAPTER IV
2236,714,STATE HUMAN RIGHTS COMMISSIONS,CHAPTER V
2237,714,HUMAN RIGHTS COURTS,CHAPTER VI
2238,714,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER VII
2239,714,MISCELLANEOUS,CHAPTER VIII
2240,717,PRELIMINARY,CHAPTER I
2241,717,THE AIRPORTS AUTHORITY OF INDIA,CHAPTER II
2242,717,FUNCTIONS OF THE AUTHORITY,CHAPTER III
2243,717,PROPERTY AND CONTRACT,CHAPTER IV
2244,717,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER V
2245,717,"EVICTION OF UNAUTHORISED OCCUPANTS, ETC., OF AIRPORT PREMISES",CHAPTER VA
2246,717,MISCELLANEOUS,CHAPTER VI
2247,718,PRELIMINARY,CHAPTER I
2248,718,REGULATION OF CABLE TELEVISION NETWORK,CHAPTER II
2249,718,SEIZURE AND CONFISCATION OF CERTAIN EQUIPMENT,CHAPTER III
2250,718,OFFENCES AND PENALTIES,CHAPTER IV
2251,718,MISCELLANEOUS,CHAPTER V
2252,719,PRELIMINARY,CHAPTER I
2253,719,ACQUISITION AND TRANSFER OF THE TEXTILE UNDERTAKINGS,CHAPTER II
2254,719,PAYMENT OF AMOUNTS,CHAPTER III
2255,719,"MANAGEMENT, ETC., OF TEXTILE UNDERTAKINGS",CHAPTER IV
2256,719,PROVISIONS RELATING TO EMPLOYEES OF TEXTILE UNDERTAKINGS,CHAPTER V
2257,719,COMMISSIONERS OF PAYMENTS,CHAPTER VI
2258,719,MISCELLANEOUS,CHAPTER VII
2259,720,PRELIMINARY,CHAPTER I
2260,720,TECHNOLOGY DEVELOPMENT BOARD,CHAPTER II
2261,720,APPLICATION FOR GRANT OF FINANCIAL ASSISTANCE,CHAPTER III
2262,720,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER IV
2263,720,MISCELLANEOUS,CHAPTER V
2264,721,PRELIMINARY,CHAPTER I
2265,721,CERTIFICATE OF COMMENCEMENT OF BUSINESS,CHAPTER II
2266,721,"RIGHTS AND OBLIGATIONS OF DEPOSITORIES, PARTICIPANTS, ISSUERS AND BENEFICIAL OWNERS",CHAPTER III
2267,721,ENQUIRY AND INSPECTION,CHAPTER IV
2268,721,MISCELLANEOUS,CHAPTER V
2269,721,[OMITTED.].,
2270,723,PRELIMINARY,CHAPTER I
2271,723,THE ADVISORY COMMITTEES AND EXPERT COMMITTEES,CHAPTER II
2272,723,MISCELLANEOUS,CHAPTER XI
2273,723,REGISTRATION OF ESTABLISHMENTS,CHAPTER III
2274,723,REGISTRATION OF BUILDING WORKERS AS BENEFICIARIES,CHAPTER IV
2275,723,BUILDING AND OTHER CONSTRUCTION WORKERS’ WELFARE BOARDS,CHAPTER V
2276,723,"HOURS OF WORK, WELFARE MEASURES AND OTHER CONDITIONS OF SERVICE OF BUILDING WORKERS",CHAPTER VI
2277,723,SAFETY AND HEALTH MEASURES,CHAPTER VII
2278,723,INSPECTING STAFF,CHAPTER VIII
2279,723,SPECIAL PROVISIONS,CHAPTER IX
2280,723,PENALTIES AND PROCEDURE,CHAPTER X
2281,726,PRELIMINARY,CHAPTER I
2282,726,TAKING OVER OF THE MANAGEMENT OF THE LALIT KALA AKADAMI,CHAPTER II
2283,726,MISCELLANEOUS,CHAPTER III
2284,727,PRELIMINARY,CHAPTER I
2285,727,TELECOM REGULATORY AUTHORITY OF INDIA,CHAPTER II
2286,727,POWERS AND FUNCTIONS OF THE AUTHORITY,CHAPTER III
2287,727,APPELLATE TRIBUNAL,CHAPTER IV
2288,727,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER V
2289,727,MISCELLANEOUS,CHAPTER VI
2290,733,PRELIMINARY,CHAPTER I
2291,733,INSURANCE REGULATORYAND DEVELOPMENT AUTHORITY,CHAPTER II
2292,733,"TRANSFER OF ASSETS, LIABILITIES, ETC., OF INTERIM INSURANCE REGULATORY AUTHORITY",CHAPTER III
2293,733,"DUTIES, POWERS AND FUNCTIONS OF AUTHORITY",CHAPTER IV
2294,733,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER V
2295,733,MISCELLANEOUS,CHAPTER VI
2296,734,PRELIMINARY,CHAPTER I
2297,734,THE REGISTER AND CONDITIONS FOR REGISTRATION,CHAPTER II
2298,734,SPECIAL PROVISIONS FOR TEXTILE GOODS. [Omitted],CHAPTER X
2299,734,APPELLATE BOARD,CHAPTER XI
2300,734,"OFFENCES, PENALTIES AND PROCEDURE",CHAPTER XII
2301,734,MISCELLANEOUS,CHAPTER XIII
2302,734,PROCEDURE FOR AND DURATION OF REGISTRATION,CHAPTER III
2303,734,EFFECT OF REGISTRATION,CHAPTER IV
2304,734,SPECIAL PROVISIONS RELATING TO PROTECTION OF TRADE MARKS THROUGH INTERNATIONAL REGISTRATION UNDER THE MADRID PROTOCOL,CHAPTER IVA
2305,734,ASSIGNMENT AND TRANSMISSION,CHAPTER V
2306,734,USE OF TRADE MARKS AND REGISTERED USERS,CHAPTER VI
2307,734,RECTIFICATION AND CORRECTION OF THE REGISTER,CHAPTER VII
2308,734,COLLECTIVE MARKS,CHAPTER VIII
2309,734,CERTIFICATION TRADE MARKS,CHAPTER IX
2310,735,PRELIMINARY,CHAPTER I
2311,735,THE REGISTER AND CONDITIONS FOR REGISTRATION,CHAPTER II
2312,735,PROCEDURE FOR AND DURATION OF REGISTRATION,CHAPTER III
2313,735,EFFECT OF REGISTRATION,CHAPTER IV
2314,735,"SPECIAL, PROVISIONS RELATING TO TRADE MARK AND PRIOR USERS",CHAPTER V
2315,735,RECTIFICATION AND CORRECTION OF THE REGISTER,CHAPTER VI
2316,735,APPEALS TO THE APPELLATE BOARD,CHAPTER VII
2317,735,"OFFENCES, PENALTIES AND PROCEDURE",CHAPTER VIII
2318,735,MISCELLANEOUS,CHAPTER IX
2319,736,PRELIMINARY,CHAPTER I
2320,736,REGULATION AND MANAGEMENT OF FOREIGN EXCHANGE,CHAPTER II
2321,736,AUTHORISED PERSON,CHAPTER III
2322,736,CONTRAVENTION AND PENALTIES,CHAPTER IV
2323,736,ADJUDICATION AND APPEAL,CHAPTER V
2324,736,DIRECTORATE OF ENFORCEMENT,CHAPTER VI
2325,736,MISCELLANEOUS,CHAPTER VII
2326,737,PRELIMINARY,CHAPTER I
2327,737,DIGITAL SIGNATURE AND ELECTRONIC SIGNATURE,CHAPTER II
2328,737,OFFENCES,CHAPTER XI
2329,737,INTERMEDIARIES NOT TO BE LIABLE IN CERTAIN CASES,CHAPTER XII
2330,737,EXAMINER OF ELECTRONIC EVIDENCE,CHAPTER XIIA
2331,737,MISCELLANEOUS,CHAPTER XIII
2332,737,ELECTRONIC GOVERNANCE,CHAPTER III
2333,737,"ATTRIBUTION, ACKNOWLEDGEMENT AND DESPATCH OF ELECTRONIC RECORDS",CHAPTER IV
2334,737,SECURE ELECTRONIC RECORDS AND SECURE ELECTRONIC SIGNATURE,CHAPTER V
2335,737,REGULATION OF CERTIFYING AUTHORITIES,CHAPTER VI
2336,737,ELECTRONIC SIGNATURE CERTIFICATES,CHAPTER VII
2337,737,DUTIES OF SUBSCRIBERS,CHAPTER VIII
2338,737,"PENALTIES, COMPENSATION AND ADJUDICATION",CHAPTER IX
2339,737,THE APPELLATE TRIBUNAL,CHAPTER X
2340,741,PRELIMINARY,CHAPTER I
2341,741,CENTRAL ROAD AND INFRASTRUCTURE FUND,CHAPTER II
2342,741,MANAGEMENT OF CENTRAL ROAD AND INFRASTRUCTURE FUND,CHAPTER III
2343,742,PRELIMINARY,CHAPTER I
2344,742,ESTABLISHMENT OF THE NATIONAL AUTHORITY AND ITS POWERS AND FUNCTIONS,CHAPTER II
2345,742,PROHIBITION AND REGULATION OF CHEMICAL WEAPONS AND TOXIC CHEMICALS,CHAPTER III
2346,742,"REGISTRATION OF PERSONS AS PRODUCERS , USERS. ETC.",CHAPTER IV
2347,742,"INSPECTION, SEARCH, SEIZURE AND FORFEITURE",CHAPTER V
2348,742,OFFENCES AND PENALTIES,CHAPTER VI
2349,742,MISCELLANEOUS,CHAPTER VII
2350,744,PRELIMINARY,CHAPTER I
2351,744,REGULATION OF SECURITISATION AND RECONSTRUCTION OF FINANCIAL ASSETS OF BANKS AND FINANCIAL INSTITUTIONS,CHAPTER II
2352,744,ENFORCEMENT OF SECURITY INTEREST,CHAPTER III
2353,744,CENTRAL REGISTRY,CHAPTER IV
2354,744,REGISTRATION BY SECURED CREDITORS AND OTHER CREDITORS,CHAPTER IVA
2355,744,OFFENCES ANDPENALTIES,CHAPTER V
2356,744,MISCELLANEOUS,CHAPTER VI
2357,745,PRELIMINARY,CHAPTER I
2358,745,GOVERNMENT METRO RAILWAY ADMINISTRATION,CHAPTER II
2359,745,OFFENCES AND PENALTIES,CHAPTER XI
2360,745,MISCELLANEOUS,CHAPTER XII
2361,745,FUNCTIONS AND POWERS OF THE METRO RAILWAY ADMINISTRATION,CHAPTER III
2362,745,COMMISSIONER OF METRO RAILWAY SAFETY,CHAPTER IV
2363,745,OPENING OF METRO RAILWAY,CHAPTER V
2364,745,WORKING OF THE METRO RAILWAY,CHAPTER VI
2365,745,FARE FIXATION,CHAPTER VII
2366,745,ACCIDENTS,CHAPTER VIII
2367,745,CLAIMS COMMISSIONER,CHAPTER IX
2368,745,LIABILITY OF METRO RAILWAY ADMINISTRATION DUE TO ACCIDENTS,CHAPTER X
2369,746,PRELIMINARY,CHAPTER I
2370,746,OFFENCES,CHAPTER II
2371,746,MISCELLANEOUS,CHAPTER III
2372,747,PRELIMINARY,CHAPTER I
2373,747,"PROHIBITION OF CERTAIN AGREEMENTS, ABUSE OF DOMINANT POSITION AND REGULATION OF COMBINATIONS",CHAPTER II
2374,747,COMPETITION COMMISSION OF INDIA,CHAPTER III
2375,747,"DUTIES, POWERS AND FUNCTIONS OF COMMISSION",CHAPTER IV
2376,747,DUTIES OF DIRECTOR GENERAL,CHAPTER V
2377,747,PENALTIES,CHAPTER VI
2378,747,COMPETITION ADVOCACY,CHAPTER VII
2379,747,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER VIII
2380,747,APPELLATE TRIBUNAL,CHAPTER VIIIA
2381,747,MISCELLANEOUS,CHAPTER IX
2382,748,PRELIMINARY,CHAPTER I
2383,748,"HIGHWAYS ADMINISTRATION AND TRIBUNALS, ETC",CHAPTER II
2384,748,PREVENTION OF UNAUTHORISED OCCUPATION OF HIGHWAY LAND AND THEIR REMOVAL,CHAPTER III
2385,748,CONTROL OF ACCESS TO THE NATIONAL HIGHWAYS,CHAPTER IV
2386,748,REGULATION OF DIFFERENT TYPES OF TRAFFIC ON NATIONAL HIGHWAYS,CHAPTER V
2387,748,"REGULATION OF CONSTRUCTION ON HIGHWAY LAND FOR PUBLIC UTILITIES, DRAINS, ETC.",CHAPTER VI
2388,748,OFFENCE AND PENALTY,CHAPTER VII
2389,748,MISCELLANEOUS,CHAPTER VIII
2390,749,PRELIMINARY,CHAPTER I
2391,749,OFFENCE OF MONEY-LAUNDERING,CHAPTER II
2392,749,"ATTACHMENT, ADJUDICATION AND CONFISCATION",CHAPTER III
2393,749,"OBLIGATIONS OF BANKING COMPANIES, FINANCIAL INSTITUTIONS AND INTERMEDIARIES",CHAPTER IV
2394,749,"SUMMONS, SEARCHES AND SEIZURES, ETC.",CHAPTER V
2395,749,APPELLATE TRIBUNAL,CHAPTER VI
2396,749,SPECIAL COURTS,CHAPTER VII
2397,749,AUTHORITIES,CHAPTER VIII
2398,749,RECIPROCAL ARRANGEMENT FOR ASSISTANCE IN CERTAIN MATTERS AND PROCEDURE FOR ATTACHMENT AND CONFISCATION OF PROPERTY,CHAPTER IX
2399,749,MISCELLANEOUS,CHAPTER X
2400,754,PRELIMINARY,CHAPTER I
2401,754,TRANSFER AND VESTING OF THE UNDERTAKING OF DEVELOPMENT BANK IN COMPANY,CHAPTER II
2402,754,MISCELLANEOUS,CHAPTER III
2403,757,PRELIMINARY,CHAPTER I
2404,757,ESTABLISHMENT OF SPECIAL ECONOMIC ZONE,CHAPTER II
2405,757,CONSTITUTION OF BOARD OF APPROVAL,CHAPTER III
2406,757,DEVELOPMENT COMMISSIONER,CHAPTER IV
2407,757,SINGLE WINDOW CLEARANCE,CHAPTER V
2408,757,SPECIAL FISCAL PROVISIONS FOR SPECIAL ECONOMIC ZONES,CHAPTE VI
2409,757,SPECIAL ECONOMIC ZONE AUTHORITY,CHAPTER VII
2410,757,MISCELLANEOUS,CHAPTER VIII
2411,758,PRELIMINARY,CHAPTER I
2412,758,GUARANTEE OF EMPLOYMENT IN RURAL AREAS,CHAPTER II
2413,758,EMOPLOYMENT GUARANTEE SCHEMES AND UNEMPLOYMENT ALLOWANCE,CHAPTER III
2414,758,IMPLEMENTING AND MONITORING AUTHORITIES,CHAPTER IV
2415,758,ESTABLISHMENT OF NATIONALAND STATE EMPLOYMENT GUARANTEE FUNDSAND AUDIT,CHAPTER V
2416,758,MISCELLANEOUS,CHAPTER VI
2417,759,PRELIMINARY,CHAPTER I
2418,759,ESTABLISHMENT OF THE NATIONAL TAX TRIBUNAL,CHAPTER II
2419,759,"JURISDICTION, POWERS AND FUNCTIONS OF NATIONAL TAX TRIBUNAL",CHAPTER III
2420,759,MISCELLANEOUS,CHAPTER VI
2421,763,PRELIMINARY,CHAPTER I
2422,763,"NATIONALBOARD FOR MICRO, SMALL AND MEDIUM ENTERPRISES",CHAPTER II
2423,763,"CLASSIFICATION OF ENTERPRISES, ADVISORY COMMITTEE ANDMEMORANDUM OF MICRO, SMALL AND MEDIUM ENTERPRISES",CHAPTER III
2424,763,"MEASURES FOR PROMOTION, DEVELOPMENT AND ENHANCEMENT OFCOMPETITIVENESS OF MICRO, SMALL AND MEDIUM ENTERPRISES",CHAPTER IV
2425,763,DELAYED PAYMENTS TO MICRO AND SMALL ENTERPRISES,CHAPTER V
2426,763,MISCELLANEOUS,CHAPTER VI
2427,764,PRELIMINARY,CHAPTER I
2428,764,FOOD SAFETYAND STANDARDS AUTHORITY OF INDIA,CHAPTER II
2429,764,"FINANCE, ACCOUNTS, AUDIT AND REPORTS",CHAPTER XI
2430,764,MISCELLANEOUS,CHAPTER XII
2431,764,GENERAL PRINCIPLES OF FOOD SAFETY,CHAPTER III
2432,764,GENERAL PROVISIONS AS TO ARTICLES OF FOOD,CHAPTER IV
2433,764,PROVISIONS RELATING TO IMPORT,CHAPTER V
2434,764,SPECIAL RESPONSIBILITIES AS TO FOOD SAFETY,CHAPTER VI
2435,764,ENFORCEMENT OF THE ACT,CHAPTER VII
2436,764,ANALYSIS OF FOOD,CHAPTER VIII
2437,764,OFFENCES AND PENALTIES,CHAPTER IX
2438,764,ADJUDICATION AND FOOD SAFETY APPELLATE TRIBUNAL,CHAPTER X
2439,771,PRELIMINARY,CHAPTER I
2440,771,MANDATORY SHARING OF SPORTS BROADCASTING SIGNALS WITH PRASAR BHARATI,CHAPTER II
2441,771,POWERS OF THE CENTRAL GOVERNMENT TO ISSUE GUIDELINES,CHAPTER III
2442,771,MISCELLANEOUS,CHAPTER IV
2443,773,PRELIMINARY,CHAPTER I
2444,773,THE INSTITUTES,CHAPTER II
2445,773,THE COUNCIL,CHAPTER III
2446,773,MISCELLANEOUS,CHAPTER IV
2447,774,PRELIMINARY,CHAPTER I
2448,774,REGULATION OF WAREHOUSING BUSINESS,CHAPTER II
2449,774,MISCELLANEOUS,CHAPTER XI
2450,774,WAREHOUSEMEN,CHAPTER III
2451,774,WAREHOUSE RECEIPTS,CHAPTER IV
2452,774,THE WAREHOUSING DEVELOPMENT AND REGULATORY AUTHORITY,CHAPTER V
2453,774,POWERS AND FUNCTIONS OF AUTHORITY,CHAPTER VI
2454,774,"FINANCE, ACCOUNTS AND AUDIT",CHAPTER VII
2455,774,POWERS OF CENTRAL GOVERNMENT,CHAPTER VIII
2456,774,APPEALS,CHAPTER IX
2457,774,OFFENCES AND PENALTIES,CHAPTER X
2458,778,PRELIMINARY,CHAPTER 1
2459,778,CONSTITUTION OF THE FORCE AND CONDITIONS OF SERVICE OF THE MEMBERS OF THE FORCE,CHAPTER II
2460,778,MISCELLANEOUS,CHAPTER XI
2461,778,OFFENCES,CHAPTER III
2462,778,PUNISHMENT,CHAPTER IV
2463,778,DEDUCTIONS FROM PAY AND ALLOWANCES,CHAPTER V
2464,778,ARREST AND PROCEEDINGS BEFORE TRIAL,CHAPTER VI
2465,778,FORCE COURTS,CHAPTER VII
2466,778,PROCEDUREOF FORCE COURTS,CHAPTER VIII
2467,778,CONFIRMATION AND REVISION OF PROCEEDINGS,CHAPTER IX
2468,778,"EXECUTION OF SENTENCES, PARDONS, REMISSIONS, ETC.",CHAPTER X
2469,779,PRELIMINARY,CHAPTER I
2470,779,ESTABLISHMENT OF TRIBUNAL AND BENCHES THEREOF,CHAPTER II
2471,779,"JURISDICTION, POWERS AND AUTHORITY OF THE TRIBUNAL",CHAPTER III
2472,779,PROCEDURE,CHAPTER IV
